TS_LOAD,SYS_DESC,VEH_SER_NO,OPR_NAME
10-Mar-17,Cab call scan,ILA012,A Line
10-Mar-17,Cab Conveyer,DPA037,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,DPA037,Cab Upload
10-Mar-17,Hood Conveyor,JCV863,Hood Upload
10-Mar-17,U-BOLT,XJI184,Front U-Bolt
10-Mar-17,Hood Conveyor,DRY562,Hood Upload
10-Mar-17,Paint Inspection,ETS067,PAINT
10-Mar-17,Cab Conveyer,OQS570,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,OQS570,Cab Upload
10-Mar-17,STVMS Tracking Chassis Start,DAJ581,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,MTV391,Chassis Start
10-Mar-17,U-BOLT,BJM584,Front U-Bolt
10-Mar-17,Cab Call Scan,FQP941,B Line
10-Mar-17,OMT Offline Tracking,ZPW452,Enter Offline
10-Mar-17,Hood Conveyor,NTD012,Hood Upload
10-Mar-17,OMT Offline Tracking,YZU059,Enter Offline
10-Mar-17,OMT Offline Tracking,YZU059,Sold
10-Mar-17,Cab in white conveyer,ASE183,CIW upload
10-Mar-17,Paint Inspection,QTF497,PAINT
10-Mar-17,Cab Conveyer,FTI653,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,FTI653,Cab Upload
10-Mar-17,Hood Conveyor,IVC016,Hood Upload
10-Mar-17,OMT Offline Tracking,APZ612,Enter Offline
10-Mar-17,OMT Offline Tracking,APZ612,Sold
10-Mar-17,Cab in white conveyer,EYG192,CIW upload
10-Mar-17,Hood Conveyor,HBM615,Hood Upload
10-Mar-17,Paint Inspection,YKL719,PAINT
10-Mar-17,STVMS Tracking Chassis Start,DUT829,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,BJM584,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,XJI184,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,PVO367,Chassis Start
10-Mar-17,Hood Conveyor,QTF497,Hood Upload
10-Mar-17,OMT Offline Tracking,QRM025,Enter Offline
10-Mar-17,U-BOLT,TEK452,Front U-Bolt
10-Mar-17,Cab Conveyer,KUR214,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,KUR214,Cab Upload
10-Mar-17,Cab in white conveyer,RKW079,CIW upload
10-Mar-17,Paint Inspection,IMS267,PAINT
10-Mar-17,Cab call scan,MAU864,A Line
10-Mar-17,STVMS Tracking Chassis Start,JCV863,Chassis Start
10-Mar-17,Cab Conveyer,ILA012,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,ILA012,Cab Upload
10-Mar-17,Cab Call Scan,HQI892,B Line
10-Mar-17,Paint Inspection,AQG261,PAINT
10-Mar-17,Cab in white conveyer,VAF684,CIW upload
10-Mar-17,Paint Inspection,KIA624,PAINT
10-Mar-17,Cab in white conveyer,UVN439,CIW upload
10-Mar-17,OMT Offline Tracking,YCU023,Enter Offline
10-Mar-17,OMT Offline Tracking,YWI795,Enter Offline
10-Mar-17,STVMS Tracking Chassis Start,DRY562,Chassis Start
10-Mar-17,Cab Call Scan,WBR310,B Line
10-Mar-17,Cab Conveyer,FQP941,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,FQP941,Cab Upload
10-Mar-17,U-BOLT,YBP783,Front U-Bolt
10-Mar-17,Paint Inspection,YHP863,PAINT
10-Mar-17,Cab in white conveyer,HGE901,CIW upload
10-Mar-17,Cab call scan,LPU731,A Line
10-Mar-17,STVMS Tracking Chassis Start,NTD012,Chassis Start
10-Mar-17,OMT Offline Tracking,ADQ781,Enter Offline
10-Mar-17,Hood Conveyor,AQG261,Hood Upload
10-Mar-17,OMT Offline Tracking,EVB234,Enter Offline
10-Mar-17,Cab in white conveyer,HGJ907,CIW upload
10-Mar-17,STVMS Tracking Chassis Start,IVC016,Chassis Start
10-Mar-17,Cab call scan,SFZ186,A Line
10-Mar-17,Hood Conveyor,YKL719,Hood Upload
10-Mar-17,Hood Conveyor,IMS267,Hood Upload
10-Mar-17,Cab Conveyer,HQI892,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,HQI892,Cab Upload
10-Mar-17,Cab in white conveyer,XVY745,CIW upload
10-Mar-17,Cab Call Scan,XSZ543,B Line
10-Mar-17,STVMS Tracking Chassis Start,HBM615,Chassis Start
10-Mar-17,Hood Conveyor,KIA624,Hood Upload
10-Mar-17,Cab Conveyer,MAU864,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,MAU864,Cab Upload
10-Mar-17,Cab in white conveyer,GZO248,CIW upload
10-Mar-17,Paint Inspection,SEU602,PAINT
10-Mar-17,U-BOLT,GZC132,Front U-Bolt
10-Mar-17,OMT Offline Tracking,QLV652,Enter Offline
10-Mar-17,STVMS Tracking Chassis Start,QTF497,Chassis Start
10-Mar-17,Paint Inspection,EZV240,PAINT
10-Mar-17,Cab Conveyer,LPU731,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,LPU731,Cab Upload
10-Mar-17,U-BOLT,XPQ906,Front U-Bolt
10-Mar-17,Cab call scan,PWR481,A Line
10-Mar-17,Cab Call Scan,XGC043,B Line
10-Mar-17,OMT Offline Tracking,GJK683,Enter Offline
10-Mar-17,Hood Conveyor,YHP863,Hood Upload
10-Mar-17,Cab Conveyer,WBR310,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,WBR310,Cab Upload
10-Mar-17,STVMS Tracking Chassis Start,AQG261,Chassis Start
10-Mar-17,Paint Inspection,MGR987,PAINT
10-Mar-17,Hood Conveyor,SEU602,Hood Upload
10-Mar-17,U-BOLT,FWS327,Front U-Bolt
10-Mar-17,Cab in white conveyer,WRD572,CIW upload
10-Mar-17,Paint Inspection,HTV792,PAINT
10-Mar-17,OMT Offline Tracking,YXF326,Enter Offline
10-Mar-17,OMT Offline Tracking,YXF326,Sold
10-Mar-17,Hood Conveyor,EZV240,Hood Upload
10-Mar-17,Cab Conveyer,SFZ186,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,SFZ186,Cab Upload
10-Mar-17,STVMS Tracking Chassis Start,YKL719,Chassis Start
10-Mar-17,Cab call scan,JIN079,A Line
10-Mar-17,U-BOLT,UXJ427,Front U-Bolt
10-Mar-17,OMT Offline Tracking,EQD264,Enter Offline
10-Mar-17,Cab in white conveyer,AYI236,CIW upload
10-Mar-17,Paint Inspection,FPI264,PAINT
10-Mar-17,STVMS Tracking Chassis Start,IMS267,Chassis Start
10-Mar-17,Cab Call Scan,HCS198,B Line
10-Mar-17,Cab Conveyer,PWR481,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,PWR481,Cab Upload
10-Mar-17,Cab in white conveyer,XGY538,CIW upload
10-Mar-17,Paint Inspection,HXT823,PAINT
10-Mar-17,Cab Call Scan,TBP914,B Line
10-Mar-17,Cab Conveyer,XSZ543,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,XSZ543,Cab Upload
10-Mar-17,Cab call scan,EBM074,A Line
10-Mar-17,Cab in white conveyer,CUO034,CIW upload
10-Mar-17,OMT Offline Tracking,IXT460,Enter Offline
10-Mar-17,Cab Conveyer,XGC043,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,XGC043,Cab Upload
10-Mar-17,Paint Inspection,CFO213,PAINT
10-Mar-17,Hood Conveyor,MGR987,Hood Upload
10-Mar-17,U-BOLT,DAJ581,Front U-Bolt
10-Mar-17,STVMS Tracking Chassis Start,KIA624,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,YHP863,Chassis Start
10-Mar-17,Cab in white conveyer,KZX314,CIW upload
10-Mar-17,STVMS Tracking Top Station,GTO457,Top Station
10-Mar-17,Hood Conveyor,HTV792,Hood Upload
10-Mar-17,Paint Inspection,TXR569,PAINT
10-Mar-17,OMT Offline Tracking,RBT219,Enter Offline
10-Mar-17,OMT Offline Tracking,DJZ516,Enter Offline
10-Mar-17,OMT Offline Tracking,HMS840,Enter Offline
10-Mar-17,Cab Conveyer,JIN079,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,JIN079,Cab Upload
10-Mar-17,STVMS Tracking Top Station,YBP783,Top Station
10-Mar-17,STVMS Tracking Top Station,WBR310,Top Station
10-Mar-17,STVMS Tracking Top Station,LPU731,Top Station
10-Mar-17,Assembly Line Tracker,WBR310,Pool 60 Start
10-Mar-17,Assembly Line Tracker,LPU731,Pool 60 Start
10-Mar-17,Assembly Line Tracker,YBP783,Pool 60 Start
10-Mar-17,STVMS Tracking Top Station,SFZ186,Top Station
10-Mar-17,Assembly Line Tracker,GTO457,Pool 60 Start
10-Mar-17,STVMS Tracking Top Station,XSZ543,Top Station
10-Mar-17,STVMS Tracking Top Station,PWR481,Top Station
10-Mar-17,STVMS Tracking Top Station,XGC043,Top Station
10-Mar-17,Cab call scan,LOF143,A Line
10-Mar-17,Cab in white conveyer,TBD951,CIW upload
10-Mar-17,STVMS Tracking Top Station,JIN079,Top Station
10-Mar-17,STVMS Tracking Top Station,HCS198,Top Station
10-Mar-17,STVMS Tracking Top Station,TMU402,Top Station
10-Mar-17,STVMS Tracking Top Station,EBM074,Top Station
10-Mar-17,STVMS Tracking Top Station,TBP914,Top Station
10-Mar-17,STVMS Tracking Top Station,YRW680,Top Station
10-Mar-17,STVMS Tracking Top Station,TEK452,Top Station
10-Mar-17,STVMS Tracking Top Station,ATG468,Top Station
10-Mar-17,Hood Conveyor,HXT823,Hood Upload
10-Mar-17,Assembly Line Tracker,ATG468,Pool 60 Start
10-Mar-17,Assembly Line Tracker,TEK452,Pool 60 Start
10-Mar-17,Assembly Line Tracker,YRW680,Pool 60 Start
10-Mar-17,Assembly Line Tracker,TBP914,Pool 60 Start
10-Mar-17,Assembly Line Tracker,EBM074,Pool 60 Start
10-Mar-17,Assembly Line Tracker,TMU402,Pool 60 Start
10-Mar-17,Assembly Line Tracker,HCS198,Pool 60 Start
10-Mar-17,Assembly Line Tracker,JIN079,Pool 60 Start
10-Mar-17,Assembly Line Tracker,XGC043,Pool 60 Start
10-Mar-17,Assembly Line Tracker,PWR481,Pool 60 Start
10-Mar-17,Assembly Line Tracker,XSZ543,Pool 60 Start
10-Mar-17,Assembly Line Tracker,SFZ186,Pool 60 Start
10-Mar-17,Paint Inspection,XET976,PAINT
10-Mar-17,Cab Conveyer,HCS198,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,HCS198,Cab Upload
10-Mar-17,OMT Offline Tracking,YKN950,Enter Offline
10-Mar-17,U-BOLT,DUT829,Front U-Bolt
10-Mar-17,Cab in white conveyer,DAM851,CIW upload
10-Mar-17,STVMS Tracking Chassis Start,SEU602,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,EZV240,Chassis Start
10-Mar-17,Paint Inspection,BYF840,PAINT
10-Mar-17,STVMS Tracking Chassis Start,WBS653,Chassis Start
